next,productId,year,month,units,avg,count,max,min,prev
342,125,2017,9,268,26,10,48,4,458
941,125,2017,10,342,42,8,96,12,268
6,126,2017,2,12,12,1,12,12,12
96,127,2017,1,191,47,4,120,23,94
147,127,2017,2,96,48,2,48,48,191
195,127,2017,3,147,49,3,120,3,96
64,127,2017,4,195,65,3,168,2,147
54,127,2017,5,64,32,2,40,24,195
189,127,2017,6,54,27,2,50,4,64
192,127,2017,7,189,47,4,129,12,54
48,127,2017,8,192,38,5,48,24,189
119,127,2017,9,48,24,2,24,24,192
359,127,2017,10,119,29,4,88,1,48
48,128,2017,1,96,32,3,48,24,120
384,128,2017,2,48,24,2,24,24,96
28,128,2017,3,384,128,3,192,48,48
133,128,2017,4,28,14,2,24,4,384
24,128,2017,5,133,44,3,85,24,28
170,128,2017,6,24,24,1,24,24,133
24,128,2017,7,170,42,4,72,24,24
168,128,2017,9,24,24,1,24,24,170
1501,129,2017,1,10,10,1,10,10,1029
1060,129,2017,2,1501,750,2,1500,1,10
23,129,2017,3,1060,530,2,1000,60,1501
2771,129,2017,4,23,7,3,10,3,1060
32,129,2017,5,2771,395,7,2001,20,23
60,129,2017,6,32,16,2,20,12,2771
2065,129,2017,7,60,20,3,20,20,32
1061,129,2017,8,2065,344,6,2004,1,60
40,129,2017,9,1061,212,5,1000,1,2065
3606,129,2017,10,40,13,3,20,10,1061
101,130,2017,1,20,20,1,20,20,21
70,130,2017,2,101,50,2,100,1,20
303,130,2017,3,70,35,2,60,10,101
43,130,2017,4,303,101,3,283,10,70
30,130,2017,5,43,14,3,30,1,303
24,130,2017,6,30,15,2,20,10,43
20,130,2017,8,24,8,3,10,4,30
30,130,2017,10,20,10,2,10,10,24
323,131,2017,1,40,13,3,20,10,28
70,131,2017,2,323,80,4,210,1,40
133,131,2017,3,70,35,2,60,10,323
122,131,2017,4,133,26,5,100,3,70
110,131,2017,5,122,24,5,50,10,133
72,131,2017,6,110,22,5,60,10,122
65,131,2017,7,72,12,6,30,2,110
50,131,2017,8,65,10,6,30,1,72
40,131,2017,9,50,12,4,20,10,65
140,131,2017,10,40,10,4,10,10,50
480,133,2017,1,120,120,1,120,120,240
1200,135,2017,3,200,100,2,100,100,100
2100,135,2017,6,1200,200,6,500,100,200
1000,135,2017,7,2100,190,11,900,100,1200
1400,135,2017,8,1000,125,8,200,100,2100
1700,135,2017,9,1400,155,9,500,100,1000
1000,135,2017,10,1700,170,10,300,100,1400
9,136,2017,2,4,4,1,4,4,10
2,136,2017,3,9,9,1,9,9,4
5,136,2017,4,2,2,1,2,2,9
1,136,2017,5,5,2,2,3,2,2
31,136,2017,6,1,1,1,1,1,5
3,136,2017,8,31,15,2,25,6,1
2,136,2017,10,3,3,1,3,3,31
96,137,2017,3,192,96,2,96,96,24
24,137,2017,4,96,96,1,96,96,192
288,137,2017,5,24,24,1,24,24,96
144,137,2017,6,288,72,4,144,24,24
192,137,2017,7,144,28,5,48,24,288
144,137,2017,8,192,27,7,48,24,144
210,137,2017,9,144,36,4,48,24,192
123,137,2017,10,210,30,7,72,7,144
395,139,2017,5,48,48,1,48,48,24
252,140,2017,6,108,36,3,36,36,2
74,140,2017,7,252,63,4,108,36,108
110,140,2017,8,74,24,3,36,2,252
254,140,2017,9,110,36,3,72,2,74
330,140,2017,10,254,50,5,108,2,110
50,142,2017,2,25,25,1,25,25,50
50,142,2017,3,50,25,2,25,25,25
50,142,2017,4,50,25,2,25,25,50
25,142,2017,5,50,25,2,25,25,50
100,142,2017,6,25,25,1,25,25,50
50,142,2017,7,100,50,2,75,25,25
25,142,2017,9,50,25,2,25,25,100
275,143,2017,1,350,35,10,75,25,225
725,143,2017,2,275,39,7,75,25,350
775,143,2017,3,725,45,16,100,25,275
675,143,2017,4,775,86,9,475,25,725
275,143,2017,5,675,56,12,225,25,775
350,143,2017,6,275,34,8,75,25,675
200,143,2017,7,350,50,7,200,25,275
475,143,2017,8,200,28,7,50,25,350
900,143,2017,9,475,33,14,75,25,200
475,143,2017,10,900,100,9,625,25,475
75,144,2017,4,25,25,1,25,25,25
150,144,2017,5,75,25,3,25,25,25
50,144,2017,7,150,37,4,50,25,75
175,144,2017,8,50,50,1,50,50,150
50,144,2017,9,175,58,3,100,25,50
125,144,2017,10,50,25,2,25,25,175
400,146,2017,1,426,32,13,76,25,50
525,146,2017,2,400,36,11,75,25,426
700,146,2017,3,525,35,15,50,25,400
400,146,2017,4,700,41,17,75,25,525
1125,146,2017,5,400,33,12,50,25,700
725,146,2017,6,1125,75,15,450,25,400
625,146,2017,7,725,40,18,125,25,1125
475,146,2017,8,625,48,13,125,25,725
1000,146,2017,9,475,36,13,100,25,625
525,146,2017,10,1000,55,18,175,25,475
300,147,2017,1,300,33,9,50,25,100
325,147,2017,2,300,37,8,75,25,300
175,147,2017,3,325,29,11,50,25,300
450,147,2017,4,175,43,4,50,25,325
200,147,2017,5,450,34,13,75,25,175
325,147,2017,6,200,28,7,50,25,450
350,147,2017,7,325,32,10,50,25,200
325,147,2017,8,350,31,11,50,25,325
850,147,2017,9,325,40,8,100,25,350
300,147,2017,10,850,94,9,450,25,325
1,148,2017,7,3,1,2,2,1,5
8,148,2017,8,1,1,1,1,1,3
4,149,2017,9,12,4,3,5,3,10
24,150,2017,1,30,15,2,24,6,24
48,150,2017,2,24,24,1,24,24,30
24,150,2017,4,48,24,2,24,24,24
39,150,2017,5,24,24,1,24,24,48
68,150,2017,6,39,13,3,24,3,24
20,150,2017,7,68,17,4,28,6,39
28,150,2017,9,20,6,3,12,3,68
900,151,2017,8,325,32,10,75,25,100
1237,151,2017,9,900,52,17,125,25,325
1625,151,2017,10,1237,56,22,275,25,900
25,152,2017,1,100,25,4,25,25,25
50,152,2017,5,25,25,1,25,25,100
135,153,2017,2,100,33,3,50,25,50
50,153,2017,3,135,27,5,35,25,100
50,153,2017,4,50,25,2,25,25,135
50,153,2017,5,50,25,2,25,25,50
50,153,2017,6,50,25,2,25,25,50
75,153,2017,8,50,25,2,25,25,50
25,153,2017,9,75,25,3,25,25,50
50,153,2017,10,25,25,1,25,25,75
2,160,2017,3,2,2,1,2,2,2
6,160,2017,5,2,2,1,2,2,2
1,160,2017,10,6,6,1,6,6,2
35,162,2017,2,10,5,2,5,5,20
265,162,2017,3,35,17,2,25,10,10
5,162,2017,4,265,66,4,160,5,35
1716,162,2017,5,5,5,1,5,5,265
400,162,2017,6,1716,343,5,1600,5,5
166,162,2017,7,400,133,3,160,80,1716
195,162,2017,9,166,83,2,160,6,400
394,162,2017,10,195,39,5,80,5,166
80,163,2017,2,80,80,1,80,80,5
165,163,2017,3,80,80,1,80,80,80
10,163,2017,4,165,82,2,160,5,80
1205,163,2017,5,10,5,2,5,5,165
160,163,2017,6,1205,133,9,400,5,10
320,163,2017,7,160,80,2,80,80,1205
720,163,2017,8,320,80,4,80,80,160
360,163,2017,9,720,144,5,240,80,320
560,163,2017,10,360,72,5,160,5,720
48,164,2017,1,12,12,1,12,12,12
12,164,2017,2,48,16,3,24,12,12
120,164,2017,3,12,12,1,12,12,48
288,164,2017,4,120,60,2,108,12,12
414,164,2017,6,288,48,6,48,48,120
768,164,2017,7,414,59,7,144,12,288
504,164,2017,8,768,384,2,720,48,414
480,164,2017,9,504,72,7,96,24,768
242,164,2017,10,480,96,5,288,48,504
24,165,2017,1,108,27,4,48,12,262
1,165,2017,2,24,24,1,24,24,108
2,165,2017,4,1,1,1,1,1,24
16,165,2017,5,2,1,2,1,1,1
9,165,2017,6,16,5,3,12,2,2
4,165,2017,7,9,3,3,4,2,16
12,165,2017,8,4,1,3,2,1,9
114,165,2017,9,12,3,4,5,2,4
110,165,2017,10,114,11,10,48,1,12
628,166,2017,1,192,38,5,60,12,111
279,166,2017,2,628,157,4,600,2,192
20,166,2017,3,279,25,11,60,3,628
203,166,2017,4,20,6,3,12,1,279
33,166,2017,5,203,67,3,83,60,20
533,166,2017,6,33,6,5,12,2,203
170,166,2017,7,533,106,5,240,18,33
84,166,2017,8,170,42,4,80,10,533
193,166,2017,9,84,16,5,60,2,170
189,166,2017,10,193,27,7,60,2,84
4,167,2017,1,87,29,3,56,3,41
99,167,2017,2,4,4,1,4,4,87
97,167,2017,3,99,19,5,56,1,4
195,167,2017,4,97,32,3,41,28,99
220,167,2017,5,195,27,7,54,1,97
56,167,2017,7,220,31,7,112,2,195
89,167,2017,8,56,28,2,28,28,220
131,167,2017,9,89,22,4,30,2,56
235,167,2017,10,131,11,11,28,1,89
156,168,2017,1,417,59,7,120,1,564
555,168,2017,2,156,26,6,45,6,417
186,168,2017,3,555,46,12,180,1,156
262,168,2017,4,186,31,6,60,6,555
236,168,2017,5,262,26,10,42,4,186
335,168,2017,6,236,29,8,90,4,262
241,168,2017,7,335,37,9,90,5,236
315,168,2017,8,241,34,7,60,1,335
271,168,2017,9,315,28,11,90,1,241
859,168,2017,10,271,24,11,92,1,315
32,169,2017,1,56,28,2,28,28,57
90,169,2017,2,32,16,2,28,4,56
169,169,2017,3,90,22,4,56,1,32
115,169,2017,4,169,28,6,56,1,90
9,169,2017,5,115,23,5,28,3,169
197,169,2017,6,9,4,2,6,3,115
143,169,2017,7,197,39,5,113,10,9
87,169,2017,8,143,28,5,31,28,197
90,169,2017,9,87,17,5,28,1,143
163,169,2017,10,90,9,10,56,1,87
1,171,2017,5,1,1,1,1,1,2
2,171,2017,7,1,1,1,1,1,1
7,171,2017,9,2,2,1,2,2,1
14,172,2017,8,1,1,1,1,1,13
3,172,2017,10,14,4,3,12,1,1
12,173,2017,1,58,14,4,36,4,4
10,173,2017,3,12,12,1,12,12,58
36,173,2017,4,10,10,1,10,10,12
12,173,2017,5,36,36,1,36,36,10
39,173,2017,6,12,12,1,12,12,36
7,173,2017,7,39,13,3,36,1,12
79,173,2017,9,7,2,3,4,1,39
28,173,2017,10,79,13,6,36,1,7
108,174,2017,4,108,108,1,108,108,216
878,174,2017,5,108,108,1,108,108,108
1246,174,2017,6,878,125,7,324,14,108
324,174,2017,7,1246,155,8,432,58,878
456,174,2017,8,324,162,2,216,108,1246
24,174,2017,9,456,152,3,324,24,324
20,174,2017,10,24,12,2,20,4,456
397,176,2017,1,3174,396,8,1440,6,1119
3396,176,2017,2,397,56,7,144,36,3174
496,176,2017,3,3396,308,11,756,12,397
2209,176,2017,4,496,55,9,144,1,3396
2988,176,2017,5,2209,184,12,756,1,496
1799,176,2017,6,2988,271,11,756,14,2209
1486,176,2017,7,1799,128,14,724,1,2988
2153,176,2017,8,1486,114,13,760,36,1799
2399,176,2017,9,2153,195,11,756,29,1486
1056,176,2017,10,2399,171,14,1476,27,2153
48,178,2017,1,6,6,1,6,6,1
25,178,2017,4,48,24,2,24,24,6
6,179,2017,1,6,6,1,6,6,25
1,179,2017,3,6,6,1,6,6,6
24,179,2017,4,1,1,1,1,1,6
24,179,2017,5,24,24,1,24,24,1
10,179,2017,6,24,24,1,24,24,24
8,179,2017,7,10,10,1,10,10,24
57,179,2017,8,8,8,1,8,8,10
94,179,2017,9,57,19,3,24,9,8
10,179,2017,10,94,11,8,24,1,57
96,180,2017,1,12,12,1,12,12,31
6,180,2017,2,96,96,1,96,96,12
1,180,2017,3,6,6,1,6,6,96
24,180,2017,4,1,1,1,1,1,6
48,180,2017,5,24,24,1,24,24,1
35,180,2017,6,48,24,2,24,24,24
34,180,2017,7,35,11,3,24,1,48
37,180,2017,8,34,8,4,24,1,35
126,180,2017,9,37,9,4,24,1,34
5,180,2017,10,126,11,11,24,1,37
1,181,2017,1,6,6,1,6,6,127
11,181,2017,2,1,1,1,1,1,6
1,181,2017,3,11,5,2,6,5,1
26,181,2017,4,1,1,1,1,1,11
12,181,2017,6,26,13,2,24,2,1
2,181,2017,7,12,6,2,10,2,26
10,181,2017,8,2,1,2,1,1,12
66,181,2017,9,10,3,3,8,1,2
88,181,2017,10,66,7,9,25,1,10
6,182,2017,1,8,4,2,6,2,7
1,182,2017,3,6,6,1,6,6,8
12,182,2017,6,1,1,1,1,1,6
49,182,2017,7,12,6,2,10,2,1
41,182,2017,8,49,16,3,24,1,12
84,182,2017,9,41,8,5,24,2,49
145,182,2017,10,84,10,8,24,1,41
2,184,2017,2,1,1,1,1,1,37
1,184,2017,3,2,2,1,2,2,1
35,184,2017,6,1,1,1,1,1,2
25,184,2017,7,35,11,3,24,1,1
34,184,2017,8,25,12,2,24,1,35
45,184,2017,9,34,17,2,24,10,25
144,184,2017,10,45,6,7,24,1,34
96,185,2017,1,108,54,2,96,12,99
13,185,2017,2,96,96,1,96,96,108
192,185,2017,3,13,6,2,12,1,96
12,185,2017,4,192,96,2,96,96,13
12,185,2017,5,12,12,1,12,12,192
1,186,2017,2,96,96,1,96,96,24
5,186,2017,3,1,1,1,1,1,96
12,186,2017,4,5,5,1,5,5,1
16,186,2017,5,12,12,1,12,12,5
108,187,2017,1,606,303,2,600,6,686
18,187,2017,2,108,27,4,42,12,606
90,187,2017,3,18,18,1,18,18,108
102,187,2017,4,90,45,2,72,18,18
60,187,2017,5,102,25,4,72,6,90
186,187,2017,6,60,20,3,30,6,102
37,187,2017,7,186,46,4,72,6,60
180,187,2017,8,37,9,4,18,1,186
162,187,2017,9,180,36,5,72,12,37
120,187,2017,10,162,27,6,72,6,180
200,189,2017,1,108,54,2,100,8,100
60,189,2017,2,200,100,2,100,100,108
200,189,2017,3,60,60,1,60,60,200
201,189,2017,4,200,200,1,200,200,60
1,189,2017,6,201,67,3,100,1,200
30,189,2017,7,1,1,1,1,1,201
200,189,2017,8,30,30,1,30,30,1
200,189,2017,9,200,100,2,100,100,30
201,189,2017,10,200,100,2,100,100,200
25,190,2017,2,25,25,1,25,25,50
25,190,2017,3,25,25,1,25,25,25
25,190,2017,4,25,25,1,25,25,25
25,190,2017,6,25,25,1,25,25,25
25,190,2017,7,25,25,1,25,25,25
25,191,2017,1,50,50,1,50,50,25
25,191,2017,2,25,25,1,25,25,50
50,191,2017,3,25,25,1,25,25,25
25,191,2017,4,50,25,2,25,25,25
25,191,2017,7,25,25,1,25,25,50
100,192,2017,1,75,37,2,50,25,25
100,192,2017,2,100,50,2,75,25,75
25,192,2017,3,100,33,3,50,25,100
50,192,2017,4,25,25,1,25,25,100
75,192,2017,5,50,25,2,25,25,25
50,192,2017,6,75,25,3,25,25,50
75,192,2017,7,50,25,2,25,25,75
125,192,2017,8,75,25,3,25,25,50
175,192,2017,9,125,41,3,75,25,75
125,192,2017,10,175,58,3,100,25,125
25,193,2017,1,50,50,1,50,50,25
25,193,2017,2,25,25,1,25,25,50
49,193,2017,3,25,25,1,25,25,25
25,193,2017,6,49,24,2,25,24,25
50,193,2017,7,25,25,1,25,25,49
50,193,2017,8,50,25,2,25,25,25
25,193,2017,9,50,25,2,25,25,50
25,193,2017,10,25,25,1,25,25,50
360,194,2017,2,144,72,2,72,72,1656
216,194,2017,3,360,90,4,144,72,144
360,194,2017,4,216,108,2,144,72,360
72,194,2017,5,360,120,3,216,72,216
216,194,2017,6,72,72,1,72,72,360
504,194,2017,7,216,216,1,216,216,72
216,194,2017,9,504,126,4,144,72,216
216,194,2017,10,216,72,3,72,72,504
36,195,2017,1,6,6,1,6,6,43
1,195,2017,2,36,36,1,36,36,6
6,195,2017,5,1,1,1,1,1,36
2,195,2017,6,6,6,1,6,6,1
6,195,2017,7,2,2,1,2,2,6
9,195,2017,10,6,6,1,6,6,2
2,196,2017,2,2,1,2,1,1,8
2,196,2017,3,2,1,2,1,1,2
6,196,2017,5,2,1,2,1,1,2
9,196,2017,6,6,6,1,6,6,2
3,197,2017,1,7,3,2,6,1,54
11,197,2017,2,3,3,1,3,3,7
26,197,2017,3,11,3,3,6,2,3
71,197,2017,4,26,8,3,12,2,11
6,198,2017,1,115,28,4,72,1,211
125,198,2017,2,6,6,1,6,6,115
257,198,2017,3,125,25,5,42,2,6
38,198,2017,4,257,64,4,146,36,125
235,198,2017,5,38,19,2,36,2,257
226,198,2017,6,235,33,7,108,1,38
182,198,2017,7,226,32,7,72,2,235
71,198,2017,8,182,30,6,72,6,226
207,198,2017,9,71,23,3,36,6,182
177,198,2017,10,207,25,8,42,3,71
72,199,2017,1,197,49,4,96,5,1728
12,199,2017,2,72,36,2,48,24,197
144,199,2017,3,12,12,1,12,12,72
72,199,2017,4,144,72,2,96,48,12
291,199,2017,5,72,36,2,48,24,144
19,200,2017,1,6,6,1,6,6,34
7,200,2017,2,19,6,3,12,1,6
15,200,2017,3,7,3,2,6,1,19
9,200,2017,4,15,3,5,6,2,7
15,200,2017,5,9,4,2,6,3,15
4,200,2017,6,15,3,4,6,1,9
16,200,2017,8,4,4,1,4,4,15
25,200,2017,9,16,3,5,6,1,4
16,200,2017,10,25,4,6,6,2,16
54,201,2017,3,5,5,1,5,5,2
5,202,2017,4,60,30,2,48,12,38
82,202,2017,5,5,2,2,4,1,60
122,202,2017,6,82,27,3,48,10,5
79,202,2017,7,122,40,3,72,2,82
4,202,2017,8,79,39,2,72,7,122
36,202,2017,9,4,4,1,4,4,79
1,202,2017,10,36,18,2,24,12,4
5,203,2017,3,24,24,1,24,24,6
48,203,2017,4,5,5,1,5,5,24
48,203,2017,5,48,24,2,24,24,5
24,203,2017,6,48,24,2,24,24,48
6,203,2017,7,24,24,1,24,24,48
134,203,2017,8,6,6,1,6,6,24
13,203,2017,9,134,33,4,72,14,6
96,203,2017,10,13,6,2,8,5,134
2439,208,2017,1,24,24,1,24,24,69
24,208,2017,2,2439,609,4,2400,1,24
24,208,2017,3,24,24,1,24,24,2439
46,208,2017,4,24,24,1,24,24,24
24,208,2017,5,46,15,3,24,2,24
3206,208,2017,6,24,24,1,24,24,46
30,209,2017,3,5,5,1,5,5,13
30,209,2017,4,30,15,2,24,6,5
3,209,2017,5,30,10,3,12,6,30
38,209,2017,6,3,3,1,3,3,30
12,209,2017,7,38,9,4,12,2,3
3,209,2017,9,12,12,1,12,12,38
2,210,2017,3,2,2,1,2,2,1
26,211,2017,1,66,33,2,60,6,63
58,211,2017,2,26,5,5,6,2,66
54,211,2017,3,58,8,7,12,4,26
297,211,2017,4,54,10,5,30,6,58
13,211,2017,5,297,99,3,294,1,54
9,211,2017,6,13,6,2,12,1,297
51,211,2017,7,9,3,3,6,1,13
2,211,2017,8,51,25,2,48,3,9
13,211,2017,9,2,2,1,2,2,51
21,211,2017,10,13,6,2,12,1,2
3,212,2017,1,48,6,7,18,1,111
13,212,2017,2,3,1,2,2,1,48
1,212,2017,3,13,6,2,12,1,3
1,212,2017,5,1,1,1,1,1,13
12,212,2017,6,1,1,1,1,1,1
4,212,2017,7,12,2,5,5,1,1
13,213,2017,1,4,1,3,2,1,5
13,213,2017,2,13,6,2,12,1,4
1,213,2017,3,13,6,2,12,1,13
1,213,2017,4,1,1,1,1,1,13
4,213,2017,5,1,1,1,1,1,1
46,213,2017,6,4,2,2,3,1,1
46,213,2017,7,46,11,4,20,1,4
2,213,2017,8,46,15,3,20,6,46
25,213,2017,9,2,2,1,2,2,46
70,213,2017,10,25,6,4,20,1,2
6,214,2017,1,1,1,1,1,1,50
1,214,2017,2,6,6,1,6,6,1
4,214,2017,4,1,1,1,1,1,6
10,214,2017,5,4,1,4,1,1,1
26,214,2017,6,10,3,3,6,1,4
6,214,2017,7,26,8,3,20,1,10
1,214,2017,8,6,6,1,6,6,26
6,214,2017,9,1,1,1,1,1,6
22,214,2017,10,6,1,4,3,1,1
1,215,2017,1,4,1,3,2,1,8
8,215,2017,2,1,1,1,1,1,4
9,215,2017,4,8,4,2,6,2,1
12,215,2017,5,9,4,2,6,3,8
7,215,2017,6,12,4,3,6,1,9
