next,productId,year,month,units,avg,count,max,min,prev
684,119,2017,6,383,18,21,124,1,337
413,119,2017,7,684,36,19,128,2,383
338,119,2017,8,413,22,18,63,1,684
269,119,2017,9,338,16,20,66,1,413
157,119,2017,10,269,14,18,64,1,338
25,120,2017,1,15,3,5,4,1,71
36,120,2017,2,25,3,7,7,1,15
92,120,2017,3,36,5,7,12,1,25
76,120,2017,4,92,10,9,60,1,36
28,120,2017,5,76,12,6,60,1,92
143,120,2017,6,28,4,7,9,1,76
79,120,2017,7,143,11,13,72,1,28
48,120,2017,8,79,8,9,51,1,143
49,120,2017,9,48,3,14,12,1,79
85,120,2017,10,49,4,10,29,1,48
16,124,2017,1,38,3,10,12,1,46
16,124,2017,2,16,3,5,4,1,38
3,124,2017,3,16,3,5,4,1,16
29,124,2017,4,3,1,2,2,1,16
12,124,2017,5,29,4,6,8,1,3
43,124,2017,6,12,2,5,5,1,29
93,124,2017,7,43,4,9,13,2,12
75,124,2017,8,93,9,10,60,1,43
22,124,2017,9,75,5,13,12,1,93
18,124,2017,10,22,2,8,4,1,75
96,127,2017,1,191,47,4,120,23,94
147,127,2017,2,96,48,2,48,48,191
195,127,2017,3,147,49,3,120,3,96
64,127,2017,4,195,65,3,168,2,147
54,127,2017,5,64,32,2,40,24,195
189,127,2017,6,54,27,2,50,4,64
192,127,2017,7,189,47,4,129,12,54
48,127,2017,8,192,38,5,48,24,189
119,127,2017,9,48,24,2,24,24,192
359,127,2017,10,119,29,4,88,1,48
1501,129,2017,1,10,10,1,10,10,1029
1060,129,2017,2,1501,750,2,1500,1,10
23,129,2017,3,1060,530,2,1000,60,1501
2771,129,2017,4,23,7,3,10,3,1060
32,129,2017,5,2771,395,7,2001,20,23
60,129,2017,6,32,16,2,20,12,2771
2065,129,2017,7,60,20,3,20,20,32
1061,129,2017,8,2065,344,6,2004,1,60
40,129,2017,9,1061,212,5,1000,1,2065
3606,129,2017,10,40,13,3,20,10,1061
323,131,2017,1,40,13,3,20,10,28
70,131,2017,2,323,80,4,210,1,40
133,131,2017,3,70,35,2,60,10,323
122,131,2017,4,133,26,5,100,3,70
110,131,2017,5,122,24,5,50,10,133
72,131,2017,6,110,22,5,60,10,122
65,131,2017,7,72,12,6,30,2,110
50,131,2017,8,65,10,6,30,1,72
40,131,2017,9,50,12,4,20,10,65
140,131,2017,10,40,10,4,10,10,50
275,143,2017,1,350,35,10,75,25,225
725,143,2017,2,275,39,7,75,25,350
775,143,2017,3,725,45,16,100,25,275
675,143,2017,4,775,86,9,475,25,725
275,143,2017,5,675,56,12,225,25,775
350,143,2017,6,275,34,8,75,25,675
200,143,2017,7,350,50,7,200,25,275
475,143,2017,8,200,28,7,50,25,350
900,143,2017,9,475,33,14,75,25,200
475,143,2017,10,900,100,9,625,25,475
400,146,2017,1,426,32,13,76,25,50
525,146,2017,2,400,36,11,75,25,426
700,146,2017,3,525,35,15,50,25,400
400,146,2017,4,700,41,17,75,25,525
1125,146,2017,5,400,33,12,50,25,700
725,146,2017,6,1125,75,15,450,25,400
625,146,2017,7,725,40,18,125,25,1125
475,146,2017,8,625,48,13,125,25,725
1000,146,2017,9,475,36,13,100,25,625
525,146,2017,10,1000,55,18,175,25,475
300,147,2017,1,300,33,9,50,25,100
325,147,2017,2,300,37,8,75,25,300
175,147,2017,3,325,29,11,50,25,300
450,147,2017,4,175,43,4,50,25,325
200,147,2017,5,450,34,13,75,25,175
325,147,2017,6,200,28,7,50,25,450
350,147,2017,7,325,32,10,50,25,200
325,147,2017,8,350,31,11,50,25,325
850,147,2017,9,325,40,8,100,25,350
300,147,2017,10,850,94,9,450,25,325
628,166,2017,1,192,38,5,60,12,111
279,166,2017,2,628,157,4,600,2,192
20,166,2017,3,279,25,11,60,3,628
203,166,2017,4,20,6,3,12,1,279
33,166,2017,5,203,67,3,83,60,20
533,166,2017,6,33,6,5,12,2,203
170,166,2017,7,533,106,5,240,18,33
84,166,2017,8,170,42,4,80,10,533
193,166,2017,9,84,16,5,60,2,170
189,166,2017,10,193,27,7,60,2,84
156,168,2017,1,417,59,7,120,1,564
555,168,2017,2,156,26,6,45,6,417
186,168,2017,3,555,46,12,180,1,156
262,168,2017,4,186,31,6,60,6,555
236,168,2017,5,262,26,10,42,4,186
335,168,2017,6,236,29,8,90,4,262
241,168,2017,7,335,37,9,90,5,236
315,168,2017,8,241,34,7,60,1,335
271,168,2017,9,315,28,11,90,1,241
859,168,2017,10,271,24,11,92,1,315
32,169,2017,1,56,28,2,28,28,57
90,169,2017,2,32,16,2,28,4,56
169,169,2017,3,90,22,4,56,1,32
115,169,2017,4,169,28,6,56,1,90
9,169,2017,5,115,23,5,28,3,169
197,169,2017,6,9,4,2,6,3,115
143,169,2017,7,197,39,5,113,10,9
87,169,2017,8,143,28,5,31,28,197
90,169,2017,9,87,17,5,28,1,143
163,169,2017,10,90,9,10,56,1,87
397,176,2017,1,3174,396,8,1440,6,1119
3396,176,2017,2,397,56,7,144,36,3174
496,176,2017,3,3396,308,11,756,12,397
2209,176,2017,4,496,55,9,144,1,3396
2988,176,2017,5,2209,184,12,756,1,496
1799,176,2017,6,2988,271,11,756,14,2209
1486,176,2017,7,1799,128,14,724,1,2988
2153,176,2017,8,1486,114,13,760,36,1799
2399,176,2017,9,2153,195,11,756,29,1486
1056,176,2017,10,2399,171,14,1476,27,2153
96,180,2017,1,12,12,1,12,12,31
6,180,2017,2,96,96,1,96,96,12
1,180,2017,3,6,6,1,6,6,96
24,180,2017,4,1,1,1,1,1,6
48,180,2017,5,24,24,1,24,24,1
35,180,2017,6,48,24,2,24,24,24
34,180,2017,7,35,11,3,24,1,48
37,180,2017,8,34,8,4,24,1,35
126,180,2017,9,37,9,4,24,1,34
5,180,2017,10,126,11,11,24,1,37
108,187,2017,1,606,303,2,600,6,686
18,187,2017,2,108,27,4,42,12,606
90,187,2017,3,18,18,1,18,18,108
102,187,2017,4,90,45,2,72,18,18
60,187,2017,5,102,25,4,72,6,90
186,187,2017,6,60,20,3,30,6,102
37,187,2017,7,186,46,4,72,6,60
180,187,2017,8,37,9,4,18,1,186
162,187,2017,9,180,36,5,72,12,37
120,187,2017,10,162,27,6,72,6,180
100,192,2017,1,75,37,2,50,25,25
100,192,2017,2,100,50,2,75,25,75
25,192,2017,3,100,33,3,50,25,100
50,192,2017,4,25,25,1,25,25,100
75,192,2017,5,50,25,2,25,25,25
50,192,2017,6,75,25,3,25,25,50
75,192,2017,7,50,25,2,25,25,75
125,192,2017,8,75,25,3,25,25,50
175,192,2017,9,125,41,3,75,25,75
125,192,2017,10,175,58,3,100,25,125
6,198,2017,1,115,28,4,72,1,211
125,198,2017,2,6,6,1,6,6,115
257,198,2017,3,125,25,5,42,2,6
38,198,2017,4,257,64,4,146,36,125
235,198,2017,5,38,19,2,36,2,257
226,198,2017,6,235,33,7,108,1,38
182,198,2017,7,226,32,7,72,2,235
71,198,2017,8,182,30,6,72,6,226
207,198,2017,9,71,23,3,36,6,182
177,198,2017,10,207,25,8,42,3,71
26,211,2017,1,66,33,2,60,6,63
58,211,2017,2,26,5,5,6,2,66
54,211,2017,3,58,8,7,12,4,26
297,211,2017,4,54,10,5,30,6,58
13,211,2017,5,297,99,3,294,1,54
9,211,2017,6,13,6,2,12,1,297
51,211,2017,7,9,3,3,6,1,13
2,211,2017,8,51,25,2,48,3,9
13,211,2017,9,2,2,1,2,2,51
21,211,2017,10,13,6,2,12,1,2
13,213,2017,1,4,1,3,2,1,5
13,213,2017,2,13,6,2,12,1,4
1,213,2017,3,13,6,2,12,1,13
1,213,2017,4,1,1,1,1,1,13
4,213,2017,5,1,1,1,1,1,1
46,213,2017,6,4,2,2,3,1,1
46,213,2017,7,46,11,4,20,1,4
2,213,2017,8,46,15,3,20,6,46
25,213,2017,9,2,2,1,2,2,46
70,213,2017,10,25,6,4,20,1,2
3,218,2017,1,35,11,3,26,3,51
6,218,2017,2,3,3,1,3,3,35
15,218,2017,3,6,6,1,6,6,3
8,218,2017,4,15,5,3,7,2,6
10,218,2017,5,8,2,4,3,1,15
5,218,2017,6,10,3,3,6,1,8
10,218,2017,7,5,2,2,4,1,10
2,218,2017,8,10,10,1,10,10,5
1,218,2017,9,2,2,1,2,2,10
17,218,2017,10,1,1,1,1,1,2
13,221,2017,1,10,2,4,6,1,6
12,221,2017,2,13,13,1,13,13,10
12,221,2017,3,12,12,1,12,12,13
3,221,2017,4,12,12,1,12,12,12
14,221,2017,5,3,3,1,3,3,12
1,221,2017,6,14,4,3,12,1,3
13,221,2017,7,1,1,1,1,1,14
2,221,2017,8,13,4,3,8,1,1
1,221,2017,9,2,2,1,2,2,13
17,221,2017,10,1,1,1,1,1,2
5,222,2017,1,4,1,3,2,1,8
5,222,2017,2,5,2,2,3,2,4
19,222,2017,3,5,2,2,3,2,5
13,222,2017,4,19,4,4,12,2,5
13,222,2017,5,13,6,2,12,1,19
2,222,2017,6,13,6,2,12,1,13
5,222,2017,7,2,1,2,1,1,13
9,222,2017,8,5,2,2,3,2,2
1,222,2017,9,9,1,5,3,1,5
4,222,2017,10,1,1,1,1,1,9
48,233,2017,1,72,24,3,24,24,1858
168,233,2017,2,48,24,2,24,24,72
49,233,2017,3,168,56,3,120,24,48
128,233,2017,4,49,24,2,48,1,168
438,233,2017,5,128,25,5,48,8,49
294,233,2017,6,438,62,7,144,24,128
1152,233,2017,7,294,42,7,72,24,438
313,233,2017,8,1152,164,7,576,48,294
2357,233,2017,9,313,34,9,96,1,1152
4391,233,2017,10,2357,130,18,624,6,313
181,237,2017,1,219,18,12,72,1,49
55,237,2017,2,181,12,14,75,1,219
55,237,2017,3,55,5,10,12,1,181
142,237,2017,4,55,5,11,14,1,55
103,237,2017,5,142,23,6,72,2,55
116,237,2017,6,103,11,9,24,4,142
71,237,2017,7,116,16,7,75,1,103
106,237,2017,8,71,10,7,24,5,116
148,237,2017,9,106,13,8,24,3,71
95,237,2017,10,148,16,9,72,1,106
334,238,2017,1,348,29,12,88,1,134
472,238,2017,2,334,18,18,83,2,348
121,238,2017,3,472,31,15,154,1,334
266,238,2017,4,121,7,16,24,1,472
145,238,2017,5,266,22,12,72,8,121
152,238,2017,6,145,14,10,24,4,266
173,238,2017,7,152,13,11,74,1,145
234,238,2017,8,173,12,14,72,1,152
162,238,2017,9,234,26,9,88,3,173
156,238,2017,10,162,16,10,72,1,234
442,239,2017,1,478,29,16,92,1,164
617,239,2017,2,442,26,17,86,1,478
242,239,2017,3,617,32,19,154,2,442
233,239,2017,4,242,18,13,73,1,617
489,239,2017,5,233,16,14,72,2,242
351,239,2017,6,489,25,19,86,2,233
432,239,2017,7,351,23,15,80,2,489
202,239,2017,8,432,28,15,144,4,351
189,239,2017,9,202,12,16,80,1,432
427,239,2017,10,189,18,10,72,1,202
318,240,2017,1,207,25,8,72,1,214
501,240,2017,2,318,21,15,75,3,207
177,240,2017,3,501,38,13,154,1,318
156,240,2017,4,177,11,15,77,1,501
233,240,2017,5,156,15,10,40,8,177
311,240,2017,6,233,17,13,80,4,156
351,240,2017,7,311,20,15,74,2,233
211,240,2017,8,351,21,16,144,1,311
145,240,2017,9,211,19,11,72,2,351
188,240,2017,10,145,18,8,72,1,211
70,242,2017,1,143,11,13,60,1,131
85,242,2017,2,70,6,11,19,1,143
32,242,2017,3,85,6,13,18,1,70
168,242,2017,4,32,3,9,12,1,85
41,242,2017,5,168,15,11,65,1,32
161,242,2017,6,41,3,13,17,1,168
204,242,2017,7,161,9,17,73,1,41
136,242,2017,8,204,14,14,135,1,161
256,242,2017,9,136,7,19,21,1,204
150,242,2017,10,256,14,18,73,1,136
48,244,2017,1,107,8,13,24,2,84
113,244,2017,2,48,6,8,11,1,107
24,244,2017,3,113,16,7,65,1,48
23,244,2017,4,24,4,6,12,1,113
52,244,2017,5,23,4,5,18,1,24
47,244,2017,6,52,4,11,12,1,23
111,244,2017,7,47,5,9,12,1,52
176,244,2017,8,111,11,10,60,1,47
121,244,2017,9,176,10,17,15,4,111
117,244,2017,10,121,7,16,25,1,176
169,246,2017,1,263,13,20,35,2,355
220,246,2017,2,169,8,19,38,1,263
110,246,2017,3,220,10,22,52,1,169
534,246,2017,4,110,5,19,21,1,220
695,246,2017,5,534,23,23,218,1,110
595,246,2017,6,695,36,19,304,1,534
142,246,2017,7,595,28,21,400,1,695
183,246,2017,8,142,8,17,25,1,595
178,246,2017,9,183,9,19,42,1,142
323,246,2017,10,178,9,19,27,1,183
19,247,2017,1,8,4,2,6,2,6
11,247,2017,2,19,4,4,6,1,8
7,247,2017,3,11,2,5,6,1,19
4,247,2017,4,7,2,3,4,1,11
22,247,2017,5,4,2,2,2,2,7
5,247,2017,6,22,3,6,6,1,4
47,247,2017,7,5,2,2,3,2,22
31,247,2017,8,47,6,7,12,1,5
28,247,2017,9,31,5,6,10,1,47
59,247,2017,10,28,4,7,6,1,31
1,258,2017,1,56,11,5,24,8,80
4,258,2017,2,1,1,1,1,1,56
2,258,2017,3,4,2,2,2,2,1
2,258,2017,4,2,2,1,2,2,4
1,258,2017,5,2,2,1,2,2,2
6,258,2017,6,1,1,1,1,1,2
5,258,2017,7,6,2,3,2,2,1
4,258,2017,8,5,2,2,3,2,6
12,258,2017,9,4,4,1,4,4,5
2,258,2017,10,12,2,5,4,1,4
1,259,2017,1,48,12,4,24,8,56
6,259,2017,2,1,1,1,1,1,48
2,259,2017,3,6,3,2,4,2,1
2,259,2017,4,2,2,1,2,2,6
2,259,2017,5,2,2,1,2,2,2
3,259,2017,6,2,1,2,1,1,2
1,259,2017,7,3,1,2,2,1,2
2,259,2017,8,1,1,1,1,1,3
6,259,2017,9,2,2,1,2,2,1
1,259,2017,10,6,2,3,2,2,2
16,260,2017,1,2,2,1,2,2,2
6,260,2017,2,16,5,3,6,4,2
24,260,2017,3,6,3,2,4,2,16
20,260,2017,4,24,24,1,24,24,6
6,260,2017,5,20,10,2,12,8,24
31,260,2017,6,6,3,2,4,2,20
12,260,2017,7,31,10,3,12,7,6
4,260,2017,8,12,12,1,12,12,31
15,260,2017,9,4,1,3,2,1,12
16,260,2017,10,15,3,4,12,1,4
397,261,2017,1,528,35,15,310,2,210
1047,261,2017,2,397,44,9,310,2,528
197,261,2017,3,1047,58,18,630,2,397
422,261,2017,4,197,16,12,100,1,1047
172,261,2017,5,422,22,19,110,1,197
127,261,2017,6,172,17,10,100,1,422
172,261,2017,7,127,9,13,21,1,172
378,261,2017,8,172,11,15,30,2,127
206,261,2017,9,378,29,13,111,2,172
342,261,2017,10,206,13,15,100,1,378
320,262,2017,1,371,21,17,71,1,292
1258,262,2017,2,320,22,14,112,1,371
326,262,2017,3,1258,54,23,390,1,320
785,262,2017,4,326,19,17,100,1,1258
725,262,2017,5,785,41,19,131,2,326
529,262,2017,6,725,32,22,200,3,785
772,262,2017,7,529,23,23,120,1,725
1022,262,2017,8,772,33,23,304,1,529
1041,262,2017,9,1022,40,25,160,1,772
656,262,2017,10,1041,43,24,250,1,1022
148,265,2017,1,207,18,11,103,1,75
230,265,2017,2,148,18,8,100,1,207
110,265,2017,3,230,14,16,110,1,148
268,265,2017,4,110,11,10,30,2,230
239,265,2017,5,268,17,15,100,2,110
190,265,2017,6,239,18,13,100,4,268
179,265,2017,7,190,12,15,34,2,239
43,265,2017,8,179,11,16,61,1,190
116,265,2017,9,43,4,9,12,1,179
214,265,2017,10,116,6,17,20,1,43
342,266,2017,1,420,23,18,150,1,150
364,266,2017,2,342,24,14,100,1,420
216,266,2017,3,364,22,16,218,1,342
417,266,2017,4,216,13,16,25,1,364
577,266,2017,5,417,20,20,105,2,216
186,266,2017,6,577,30,19,135,2,417
385,266,2017,7,186,13,14,34,1,577
205,266,2017,8,385,19,20,100,3,186
250,266,2017,9,205,10,20,44,1,385
439,266,2017,10,250,11,21,44,1,205
691,267,2017,1,635,33,19,101,1,540
1102,267,2017,2,691,49,14,120,2,635
334,267,2017,3,1102,58,19,210,2,691
891,267,2017,4,334,20,16,101,2,1102
1259,267,2017,5,891,52,17,220,1,334
573,267,2017,6,1259,54,23,300,1,891
1012,267,2017,7,573,27,21,120,4,1259
779,267,2017,8,1012,50,20,220,3,573
647,267,2017,9,779,43,18,225,1,1012
505,267,2017,10,647,28,23,120,1,779
401,268,2017,1,323,23,14,100,2,147
731,268,2017,2,401,30,13,110,1,323
559,268,2017,3,731,34,21,230,2,401
619,268,2017,4,559,34,16,124,6,731
800,268,2017,5,619,34,18,144,1,559
581,268,2017,6,800,38,21,150,5,619
880,268,2017,7,581,26,22,120,2,800
881,268,2017,8,880,38,23,153,1,581
354,268,2017,9,881,46,19,204,3,880
499,268,2017,10,354,16,22,35,2,881
1002,269,2017,1,660,36,18,213,10,326
999,269,2017,2,1002,52,19,210,6,660
661,269,2017,3,999,41,24,130,2,1002
937,269,2017,4,661,34,19,112,2,999
1527,269,2017,5,937,42,22,320,5,661
867,269,2017,6,1527,66,23,330,2,937
1488,269,2017,7,867,36,24,131,1,1527
1479,269,2017,8,1488,70,21,277,3,867
1137,269,2017,9,1479,59,25,206,2,1488
1346,269,2017,10,1137,45,25,224,2,1479
1076,270,2017,1,1546,73,21,340,4,648
1358,270,2017,2,1076,46,23,172,2,1546
924,270,2017,3,1358,56,24,203,1,1076
2197,270,2017,4,924,44,21,134,2,1358
1467,270,2017,5,2197,87,25,430,1,924
1663,270,2017,6,1467,56,26,194,2,2197
1955,270,2017,7,1663,63,26,281,10,1467
1734,270,2017,8,1955,75,26,245,4,1663
1160,270,2017,9,1734,66,26,291,2,1955
1732,270,2017,10,1160,46,25,140,2,1734
419,271,2017,1,522,29,18,121,10,488
951,271,2017,2,419,22,19,110,1,522
544,271,2017,3,951,41,23,230,1,419
1282,271,2017,4,544,28,19,133,3,951
822,271,2017,5,1282,51,25,323,2,544
947,271,2017,6,822,31,26,130,2,1282
1033,271,2017,7,947,37,25,160,3,822
820,271,2017,8,1033,39,26,150,3,947
473,271,2017,9,820,34,24,221,2,1033
624,271,2017,10,473,20,23,62,1,820
426,272,2017,1,683,32,21,111,2,459
1023,272,2017,2,426,23,18,100,1,683
443,272,2017,3,1023,44,23,163,2,426
979,272,2017,4,443,22,20,60,3,1023
994,272,2017,5,979,40,24,152,3,443
1310,272,2017,6,994,41,24,141,1,979
1354,272,2017,7,1310,50,26,130,9,994
1218,272,2017,8,1354,61,22,280,4,1310
938,272,2017,9,1218,46,26,140,7,1354
1112,272,2017,10,938,36,26,180,5,1218
453,273,2017,1,610,32,19,120,2,457
963,273,2017,2,453,22,20,115,1,610
615,273,2017,3,963,37,26,183,1,453
940,273,2017,4,615,30,20,110,2,963
1127,273,2017,5,940,37,25,100,2,615
1559,273,2017,6,1127,45,25,210,1,940
1437,273,2017,7,1559,59,26,230,3,1127
929,273,2017,8,1437,59,24,302,2,1559
759,273,2017,9,929,35,26,112,2,1437
856,273,2017,10,759,31,24,124,3,929
1,275,2017,1,31,10,3,20,1,635
31,275,2017,2,1,1,1,1,1,31
1,275,2017,3,31,10,3,20,1,1
5,275,2017,4,1,1,1,1,1,31
25,275,2017,5,5,5,1,5,5,1
4,275,2017,6,25,8,3,20,2,5
110,275,2017,7,4,1,3,2,1,25
30,275,2017,8,110,55,2,100,10,4
15,275,2017,9,30,3,8,10,1,110
29,275,2017,10,15,2,6,8,1,30
268,278,2017,1,60,6,9,14,2,141
119,278,2017,2,268,17,15,205,1,60
69,278,2017,3,119,5,21,24,1,268
119,278,2017,4,69,5,13,16,1,119
45,278,2017,5,119,9,12,58,1,69
74,278,2017,6,45,3,14,6,2,119
121,278,2017,7,74,6,12,16,1,45
148,278,2017,8,121,6,19,24,1,74
127,278,2017,9,148,7,20,28,1,121
278,278,2017,10,127,7,18,28,1,148
127,279,2017,1,173,11,15,84,1,178
97,279,2017,2,127,6,19,30,1,173
171,279,2017,3,97,5,17,26,1,127
149,279,2017,4,171,10,17,50,1,97
82,279,2017,5,149,9,15,37,1,171
57,279,2017,6,82,5,15,17,2,149
161,279,2017,7,57,4,12,14,1,82
142,279,2017,8,161,8,19,48,1,57
119,279,2017,9,142,8,16,24,2,161
206,279,2017,10,119,7,17,18,1,142
48,280,2017,1,126,14,9,72,1,90
89,280,2017,2,48,5,9,12,1,126
89,280,2017,3,89,8,11,12,1,48
65,280,2017,4,89,7,12,24,1,89
144,280,2017,5,65,5,11,15,1,89
56,280,2017,6,144,16,9,72,1,65
82,280,2017,7,56,5,10,12,1,144
45,280,2017,8,82,10,8,25,1,56
80,280,2017,9,45,7,6,15,1,82
58,280,2017,10,80,6,13,13,1,45
8,281,2017,1,52,4,11,18,1,51
38,281,2017,2,8,1,6,2,1,52
34,281,2017,3,38,3,10,12,1,8
24,281,2017,4,34,4,7,18,1,38
51,281,2017,5,24,4,5,12,1,34
11,281,2017,6,51,5,10,12,1,24
29,281,2017,7,11,3,3,6,1,51
29,281,2017,8,29,5,5,12,1,11
16,281,2017,9,29,2,12,12,1,29
24,281,2017,10,16,3,5,7,1,29
55,282,2017,1,59,4,14,14,1,143
233,282,2017,2,55,4,12,12,1,59
207,282,2017,3,233,13,17,72,1,55
61,282,2017,4,207,13,15,72,2,233
222,282,2017,5,61,5,11,18,1,207
51,282,2017,6,222,17,13,72,1,61
122,282,2017,7,51,4,12,6,1,222
107,282,2017,8,122,7,16,25,1,51
47,282,2017,9,107,8,12,72,1,122
43,282,2017,10,47,3,12,10,1,107
9,286,2017,1,6,3,2,3,3,13
20,286,2017,2,9,9,1,9,9,6
11,286,2017,3,20,6,3,15,1,9
6,286,2017,4,11,3,3,9,1,20
14,286,2017,5,6,3,2,3,3,11
9,286,2017,6,14,3,4,6,2,6
3,286,2017,7,9,9,1,9,9,14
11,286,2017,8,3,3,1,3,3,9
15,286,2017,9,11,3,3,9,1,3
37,286,2017,10,15,3,4,6,3,11
6,289,2017,1,6,2,3,3,1,10
3,289,2017,2,6,2,3,3,1,6
8,289,2017,3,3,1,3,1,1,6
10,289,2017,4,8,2,3,4,2,3
8,289,2017,5,10,2,4,4,1,8
16,289,2017,6,8,4,2,4,4,10
2,289,2017,7,16,3,5,8,1,8
15,289,2017,8,2,1,2,1,1,16
11,289,2017,9,15,3,5,4,2,2
11,289,2017,10,11,2,5,6,1,15
11,292,2017,1,10,5,2,9,1,11
4,292,2017,2,11,2,5,4,1,10
7,292,2017,3,4,2,2,3,1,11
7,292,2017,4,7,3,2,4,3,4
12,292,2017,5,7,2,3,4,1,7
5,292,2017,6,12,3,4,4,1,7
15,292,2017,7,5,5,1,5,5,12
10,292,2017,8,15,3,5,4,1,5
11,292,2017,9,10,2,4,4,1,15
21,292,2017,10,11,2,5,5,1,10
6,293,2017,1,3,1,2,2,1,9
8,293,2017,2,6,2,3,4,1,3
5,293,2017,3,8,2,3,4,1,6
6,293,2017,4,5,2,2,4,1,8
8,293,2017,5,6,3,2,4,2,5
10,293,2017,6,8,8,1,8,8,6
12,293,2017,7,10,2,4,4,1,8
5,293,2017,8,12,3,4,8,1,10
12,293,2017,9,5,2,2,4,1,12
11,293,2017,10,12,1,8,2,1,5
2,294,2017,1,1,1,1,1,1,4
4,294,2017,2,2,1,2,1,1,1
26,294,2017,3,4,2,2,3,1,2
9,294,2017,4,26,4,6,16,1,4
8,294,2017,5,9,3,3,4,1,26
8,294,2017,6,8,4,2,4,4,9
16,294,2017,7,8,2,3,4,1,8
5,294,2017,8,16,3,5,4,2,8
16,294,2017,9,5,2,2,4,1,16
12,294,2017,10,16,2,8,4,1,5
20,295,2017,1,21,4,5,6,1,4
8,295,2017,2,20,4,5,6,2,21
12,295,2017,3,8,1,5,3,1,20
8,295,2017,4,12,6,2,6,6,8
13,295,2017,5,8,2,3,6,1,12
13,295,2017,6,13,4,3,6,1,8
56,295,2017,7,13,4,3,6,3,13
14,295,2017,8,56,11,5,36,2,13
21,295,2017,9,14,4,3,6,2,56
19,295,2017,10,21,3,6,7,1,14
13,296,2017,1,6,6,1,6,6,5
4,296,2017,2,13,4,3,6,3,6
2,296,2017,3,4,2,2,3,1,13
7,296,2017,4,2,2,1,2,2,4
1,296,2017,5,7,3,2,6,1,2
14,296,2017,6,1,1,1,1,1,7
12,296,2017,7,14,3,4,6,2,1
7,296,2017,8,12,6,2,6,6,14
10,296,2017,9,7,3,2,6,1,12
42,296,2017,10,10,2,4,6,1,7
7,298,2017,1,43,14,3,36,1,6
7,298,2017,2,7,2,3,3,1,43
6,298,2017,3,7,1,4,3,1,7
2,298,2017,4,6,6,1,6,6,7
9,298,2017,5,2,2,1,2,2,6
9,298,2017,6,9,4,2,6,3,2
12,298,2017,7,9,4,2,6,3,9
1,298,2017,8,12,6,2,6,6,9
4,298,2017,9,1,1,1,1,1,12
2,298,2017,10,4,2,2,3,1,1
30,316,2017,1,36,36,1,36,36,246
90,316,2017,2,30,15,2,18,12,36
30,316,2017,3,90,18,5,36,6,30
39,316,2017,4,30,10,3,18,6,90
12,316,2017,5,39,7,5,12,6,30
